episode_id,variant_id,role,structure_id
EP-00291,,context/component,IFVG2-000011
EP-00292,,context/component,FVG2-004452
EP-00293,,context/component,RB2-029321
EP-00294,,context/component,RB2-000045
EP-00295,,context/component,FVG2-000017
EP-00295,,context/component,RB2-029321
EP-00296,,context/component,FVG2-000018
EP-00297,,context/component,RB2-017390
EP-00298,,context/component,RB2-000046
EP-00298,,context/component,RB2-017390
EP-00298,,context/component,RB2-023802
EP-00299,,context/component,RB2-023802
EP-00300,,context/component,RB2-000049
EP-00301,,context/component,RB2-000050
EP-00302,,context/component,RB2-017392
EP-00302,,context/component,RB2-023803
EP-00303,,context/component,RB2-017392
EP-00304,,context/component,RB2-023803
EP-00305,,context/component,RB2-017393
EP-00306,,context/component,RB2-017393
EP-00307,,context/component,RB2-023804
EP-00308,,context/component,FVG2-007151
EP-00309,,context/component,RB2-023804
EP-00310,,context/component,RB2-023805
EP-00311,,context/component,RB2-023805
EP-00312,,context/component,FVG2-006120
EP-00313,,context/component,FVG2-004454
EP-00314,,context/component,FVG2-004454
EP-00314,,context/component,FVG2-006120
EP-00314,,context/component,FVG2-007151
EP-00315,,context/component,FVG2-000021
EP-00315,EP-00315-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,RB2-023806
EP-00315,EP-00315-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,FVG2-006121
EP-00315,EP-00315-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-023806
EP-00315,EP-00315-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,RB2-000050
EP-00316,,context/component,FVG2-004455
EP-00317,,context/component,FVG2-004455
EP-00318,,context/component,RB2-023807
EP-00318,,context/component,RB2-029322
EP-00319,,context/component,RB2-023807
EP-00320,,context/component,RB2-027836
EP-00321,,context/component,RB2-029322
EP-00322,,context/component,RB2-023808
EP-00323,,context/component,RB2-023809
EP-00324,,context/component,RB2-023809
EP-00325,,context/component,FVG2-000020
EP-00326,,context/component,IFVG2-000014
EP-00327,,context/component,RB2-023810
EP-00327,,context/component,RB2-027837
EP-00327,,context/component,RB2-030111
EP-00328,,context/component,RB2-023810
EP-00329,,context/component,RB2-027837
EP-00330,,context/component,RB2-029323
EP-00331,,context/component,RB2-030111
EP-00332,,context/component,RB2-029323
EP-00333,,context/component,FVG2-004453
EP-00334,,context/component,RB2-017395
EP-00335,,context/component,RB2-027833
EP-00336,,context/component,FVG2-000019
EP-00336,,context/component,FVG2-004453
EP-00337,,context/component,RB2-000052
EP-00337,,context/component,RB2-017395
EP-00338,,context/component,IFVG2-000013
EP-00338,,context/component,RB2-027833
EP-00339,,context/component,RB2-017391
EP-00340,,context/component,RB2-017391
EP-00341,,context/component,RB2-000048
EP-00342,,context/component,IFVG2-002489
EP-00343,,context/component,IFVG2-002489
EP-00344,,context/component,RB2-017397
EP-00344,,context/component,RB2-023812
EP-00345,,context/component,RB2-017397
EP-00346,,context/component,RB2-023812
EP-00347,,context/component,IFVG2-002487
EP-00347,EP-00347-ENTRY_ON_IFVG_RETEST,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002489
EP-00347,EP-00347-ENTRY_ON_IFVG_RETEST,target:BRANCH_SEMANTIC_TARGET,IFVG2-002489
EP-00347,EP-00347-ENTRY_ON_IFVG_RETEST,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-002489
EP-00347,EP-00347-ENTRY_ON_IFVG_RETEST,target:ANY_SURFACE_DIAGNOSTIC,FVG2-004452
EP-00348,,context/component,IFVG2-002487
EP-00348,EP-00348-ENTRY_ON_IFVG_RETEST,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002489
EP-00348,EP-00348-ENTRY_ON_IFVG_RETEST,target:BRANCH_SEMANTIC_TARGET,IFVG2-002489
EP-00348,EP-00348-ENTRY_ON_IFVG_RETEST,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-002489
EP-00348,EP-00348-ENTRY_ON_IFVG_RETEST,target:ANY_SURFACE_DIAGNOSTIC,FVG2-004452
EP-00348,EP-00348-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002489
EP-00348,EP-00348-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:BRANCH_SEMANTIC_TARGET,IFVG2-002489
EP-00348,EP-00348-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-002489
EP-00348,EP-00348-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:ANY_SURFACE_DIAGNOSTIC,RB2-000042
EP-00349,,context/component,RB2-000047
EP-00349,EP-00349-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002489
EP-00349,EP-00349-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,RB2-029323
EP-00349,EP-00349-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-002489
EP-00349,EP-00349-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,RB2-000042
EP-00350,,context/component,RB2-017398
EP-00351,,context/component,RB2-017398
EP-00352,,context/component,RB2-023813
EP-00353,,context/component,RB2-023813
EP-00354,,context/component,RB2-027839
EP-00355,,context/component,RB2-027839
EP-00356,,context/component,IFVG2-000012
EP-00357,,context/component,RB2-023801
EP-00358,,context/component,FVG2-007150
EP-00358,EP-00358-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,FVG2-007154
EP-00358,EP-00358-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,FVG2-007154
EP-00358,EP-00358-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-007154
EP-00358,EP-00358-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,FVG2-000001
EP-00359,,context/component,RB2-027832
EP-00360,,context/component,RB2-029320
EP-00361,,context/component,RB2-017386
EP-00362,,context/component,RB2-000039
EP-00363,,context/component,RB2-017386
EP-00364,,context/component,RB2-023799
EP-00365,,context/component,RB2-023799
EP-00366,,context/component,FVG2-006119
EP-00366,,context/component,IFVG2-003403
EP-00366,EP-00366-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,FVG2-007154
EP-00366,EP-00366-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,FVG2-007154
EP-00366,EP-00366-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-007154
EP-00366,EP-00366-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,FVG2-000001
EP-00367,,context/component,FVG2-000014
EP-00367,,context/component,FVG2-004451
EP-00367,,context/component,FVG2-006119
EP-00367,,context/component,FVG2-007150
EP-00367,,context/component,IFVG2-003403
EP-00367,,context/component,RB2-029320
EP-00368,,context/component,RB2-017401
EP-00369,,context/component,FVG2-004451
EP-00369,EP-00369-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,FVG2-007154
EP-00369,EP-00369-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,FVG2-007154
EP-00369,EP-00369-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-007154
EP-00369,EP-00369-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,FVG2-000001
EP-00370,,context/component,RB2-023814
EP-00370,,context/component,RB2-027840
EP-00370,,context/component,RB2-030113
EP-00371,,context/component,IFVG2-003402
EP-00372,,context/component,RB2-023814
EP-00373,,context/component,RB2-027840
EP-00374,,context/component,FVG2-007710
EP-00375,,context/component,RB2-030113
EP-00376,,context/component,IFVG2-003402
EP-00377,,context/component,IFVG2-000018
EP-00377,,context/component,IFVG2-002490
EP-00377,,context/component,IFVG2-003405
EP-00377,EP-00377-ENTRY_ON_IFVG_RETEST,target:NEAREST_OPPOSING_VALID_STRUCTURE,RB2-027829
EP-00377,EP-00377-ENTRY_ON_IFVG_RETEST,target:BRANCH_SEMANTIC_TARGET,IFVG2-003945
EP-00377,EP-00377-ENTRY_ON_IFVG_RETEST,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-027829
EP-00377,EP-00377-ENTRY_ON_IFVG_RETEST,target:ANY_SURFACE_DIAGNOSTIC,FVG2-000014
EP-00378,,context/component,IFVG2-002490
EP-00379,,context/component,IFVG2-003405
EP-00380,,context/component,RB2-027841
EP-00381,,context/component,RB2-027841
EP-00382,,context/component,FVG2-007710
EP-00383,,context/component,FVG2-007148
EP-00383,,context/component,IFVG2-003945
EP-00384,,context/component,FVG2-007148
EP-00384,,context/component,IFVG2-003945
EP-00385,,context/component,FVG2-007157
EP-00386,,context/component,FVG2-007157
EP-00387,,context/component,RB2-017376
EP-00387,,context/component,RB2-023792
EP-00388,,context/component,RB2-017376
EP-00389,,context/component,RB2-023792
EP-00390,,context/component,IFVG2-003947
EP-00391,,context/component,IFVG2-003947
EP-00391,EP-00391-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00391,EP-00391-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:BRANCH_SEMANTIC_TARGET,IFVG2-002482
EP-00391,EP-00391-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:ANY_SURFACE_DIAGNOSTIC,RB2-017368
EP-00391,EP-00391-ENTRY_ON_DELAYED_DISPLACEMENT,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00391,EP-00391-ENTRY_ON_DELAYED_DISPLACEMENT,target:BRANCH_SEMANTIC_TARGET,IFVG2-002482
EP-00391,EP-00391-ENTRY_ON_DELAYED_DISPLACEMENT,target:ANY_SURFACE_DIAGNOSTIC,RB2-017368
EP-00392,,context/component,RB2-000037
EP-00393,,context/component,RB2-023815
EP-00393,EP-00393-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00393,EP-00393-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:ANY_SURFACE_DIAGNOSTIC,RB2-023769
EP-00393,EP-00393-ENTRY_ON_DELAYED_DISPLACEMENT,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00393,EP-00393-ENTRY_ON_DELAYED_DISPLACEMENT,target:ANY_SURFACE_DIAGNOSTIC,RB2-023769
EP-00393,EP-00393-ENTRY_ON_COMPRESSION_BREAK,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00393,EP-00393-ENTRY_ON_COMPRESSION_BREAK,target:ANY_SURFACE_DIAGNOSTIC,RB2-023769
EP-00394,,context/component,RB2-027842
EP-00394,EP-00394-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00394,EP-00394-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:ANY_SURFACE_DIAGNOSTIC,RB2-017368
EP-00394,EP-00394-ENTRY_ON_DELAYED_DISPLACEMENT,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00394,EP-00394-ENTRY_ON_DELAYED_DISPLACEMENT,target:ANY_SURFACE_DIAGNOSTIC,RB2-017368
EP-00395,,context/component,RB2-027843
EP-00395,EP-00395-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00395,EP-00395-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:ANY_SURFACE_DIAGNOSTIC,RB2-017368
EP-00395,EP-00395-ENTRY_ON_DELAYED_DISPLACEMENT,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00395,EP-00395-ENTRY_ON_DELAYED_DISPLACEMENT,target:ANY_SURFACE_DIAGNOSTIC,RB2-017368
EP-00396,,context/component,RB2-029325
EP-00397,,context/component,RB2-027843
EP-00397,,context/component,RB2-029325
EP-00398,,context/component,RB2-017402
EP-00398,,context/component,RB2-023815
EP-00398,,context/component,RB2-027842
EP-00398,EP-00398-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00398,EP-00398-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:ANY_SURFACE_DIAGNOSTIC,RB2-023769
EP-00398,EP-00398-ENTRY_ON_DELAYED_DISPLACEMENT,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00398,EP-00398-ENTRY_ON_DELAYED_DISPLACEMENT,target:ANY_SURFACE_DIAGNOSTIC,RB2-023769
EP-00398,EP-00398-ENTRY_ON_COMPRESSION_BREAK,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00398,EP-00398-ENTRY_ON_COMPRESSION_BREAK,target:ANY_SURFACE_DIAGNOSTIC,RB2-023769
EP-00399,,context/component,RB2-017402
EP-00399,EP-00399-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00399,EP-00399-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-002482
EP-00399,EP-00399-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:ANY_SURFACE_DIAGNOSTIC,FVG2-004446
EP-00399,EP-00399-ENTRY_ON_DELAYED_DISPLACEMENT,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00399,EP-00399-ENTRY_ON_DELAYED_DISPLACEMENT,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-002482
EP-00399,EP-00399-ENTRY_ON_DELAYED_DISPLACEMENT,target:ANY_SURFACE_DIAGNOSTIC,FVG2-004446
EP-00399,EP-00399-ENTRY_ON_COMPRESSION_BREAK,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00399,EP-00399-ENTRY_ON_COMPRESSION_BREAK,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-002482
EP-00399,EP-00399-ENTRY_ON_COMPRESSION_BREAK,target:ANY_SURFACE_DIAGNOSTIC,FVG2-004446
EP-00400,,context/component,IFVG2-003948
EP-00401,,context/component,IFVG2-003948
EP-00402,,context/component,RB2-023791
EP-00403,,context/component,FVG2-007526
EP-00403,,context/component,RB2-029318
EP-00404,,context/component,RB2-029324
EP-00405,,context/component,RB2-023791
EP-00405,,context/component,RB2-029318
EP-00406,,context/component,RB2-027844
EP-00407,,context/component,RB2-017403
EP-00408,,context/component,RB2-017403
EP-00409,,context/component,RB2-027844
EP-00410,,context/component,FVG2-004456
EP-00411,,context/component,FVG2-004456
EP-00412,,context/component,RB2-027845
EP-00413,,context/component,RB2-023817
EP-00413,,context/component,RB2-027845
EP-00414,,context/component,RB2-023817
EP-00415,,context/component,RB2-023816
EP-00416,,context/component,RB2-023816
EP-00417,,context/component,IFVG2-002491
EP-00417,,context/component,RB2-029327
EP-00417,EP-00417-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00417,EP-00417-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,RB2-023817
EP-00418,,context/component,IFVG2-002491
EP-00418,EP-00418-ENTRY_ON_IFVG_RETEST,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002482
EP-00418,EP-00418-ENTRY_ON_IFVG_RETEST,target:BRANCH_SEMANTIC_TARGET,IFVG2-002482
EP-00418,EP-00418-ENTRY_ON_IFVG_RETEST,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-002482
EP-00418,EP-00418-ENTRY_ON_IFVG_RETEST,target:ANY_SURFACE_DIAGNOSTIC,RB2-023817
EP-00419,,context/component,RB2-029327
EP-00420,,context/component,RB2-017404
EP-00420,EP-00420-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,RB2-029327
EP-00420,EP-00420-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,RB2-029327
EP-00420,EP-00420-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-029327
EP-00420,EP-00420-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,FVG2-004444
EP-00421,,context/component,RB2-017404
EP-00421,EP-00421-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,RB2-029327
EP-00421,EP-00421-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,RB2-029327
EP-00421,EP-00421-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-029327
EP-00421,EP-00421-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,FVG2-004444
EP-00422,,context/component,RB2-017364
EP-00422,EP-00422-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,FVG2-007158
EP-00422,EP-00422-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,RB2-029327
EP-00422,EP-00422-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-007158
EP-00422,EP-00422-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,RB2-000007
EP-00423,,context/component,RB2-017364
EP-00423,EP-00423-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,FVG2-007158
EP-00423,EP-00423-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,RB2-029327
EP-00423,EP-00423-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-007158
EP-00423,EP-00423-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,RB2-000007
EP-00424,,context/component,RB2-030115
EP-00425,,context/component,FVG2-007158
EP-00426,,context/component,RB2-027846
EP-00427,,context/component,RB2-027846
EP-00428,,context/component,RB2-027847
EP-00429,,context/component,RB2-027847
EP-00430,,context/component,RB2-027848
EP-00431,,context/component,RB2-023819
EP-00431,,context/component,RB2-027848
EP-00432,,context/component,RB2-023819
EP-00433,,context/component,RB2-030115
EP-00434,,context/component,FVG2-007159
EP-00435,,context/component,FVG2-007159
EP-00436,,context/component,IFVG2-003949
EP-00437,,context/component,FVG2-007158
EP-00438,,context/component,IFVG2-003949
EP-00439,,context/component,RB2-017405
EP-00440,,context/component,RB2-027826
EP-00441,,context/component,RB2-027826
EP-00442,,context/component,RB2-023818
EP-00443,,context/component,RB2-017405
EP-00443,,context/component,RB2-023818
EP-00444,,context/component,RB2-023821
EP-00445,,context/component,RB2-017406
EP-00446,,context/component,RB2-023821
EP-00447,,context/component,RB2-000058
EP-00447,,context/component,RB2-017406
EP-00448,,context/component,RB2-027850
EP-00448,,context/component,RB2-029328
EP-00449,,context/component,RB2-027850
EP-00450,,context/component,RB2-029328
EP-00451,,context/component,FVG2-004458
EP-00452,,context/component,FVG2-004458
EP-00453,,context/component,FVG2-004457
EP-00454,,context/component,FVG2-004457
EP-00455,,context/component,IFVG2-003950
EP-00456,,context/component,IFVG2-003950
EP-00457,,context/component,RB2-027849
EP-00458,,context/component,FVG2-007531
EP-00458,EP-00458-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002493
EP-00458,EP-00458-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-030116
EP-00458,EP-00458-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,FVG2-000009
EP-00459,,context/component,FVG2-007714
EP-00460,,context/component,FVG2-007714
EP-00460,EP-00460-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002493
EP-00460,EP-00460-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-030116
EP-00460,EP-00460-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,FVG2-004446
EP-00460,EP-00460-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002493
EP-00460,EP-00460-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-030116
EP-00460,EP-00460-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:ANY_SURFACE_DIAGNOSTIC,FVG2-004446
EP-00461,,context/component,FVG2-007531
EP-00461,EP-00461-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002493
EP-00461,EP-00461-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-030116
EP-00461,EP-00461-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,FVG2-000009
EP-00461,EP-00461-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-002493
EP-00461,EP-00461-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-030116
EP-00461,EP-00461-ENTRY_ON_FIRST_CLOSE_OUTSIDE,target:ANY_SURFACE_DIAGNOSTIC,FVG2-004446
EP-00462,,context/component,RB2-000056
EP-00463,,context/component,IFVG2-004122
EP-00463,,context/component,IFVG2-004192
EP-00464,,context/component,RB2-029324
EP-00465,,context/component,FVG2-007530
EP-00465,,context/component,IFVG2-004122
EP-00465,,context/component,RB2-029326
EP-00466,,context/component,IFVG2-004192
EP-00467,,context/component,RB2-030114
EP-00468,,context/component,RB2-030114
EP-00469,,context/component,RB2-029326
EP-00470,,context/component,RB2-000055
EP-00471,,context/component,FVG2-007713
EP-00472,,context/component,FVG2-007713
EP-00473,,context/component,FVG2-007156
EP-00474,,context/component,FVG2-007156
EP-00475,,context/component,RB2-017409
EP-00476,,context/component,RB2-017409
EP-00477,,context/component,RB2-000060
EP-00478,,context/component,FVG2-007155
EP-00478,,context/component,FVG2-007529
EP-00478,,context/component,FVG2-007712
EP-00478,,context/component,RB2-017401
EP-00478,EP-00478-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-000009
EP-00478,EP-00478-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,FVG2-007165
EP-00478,EP-00478-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-004194
EP-00478,EP-00478-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,FVG2-000016
EP-00479,,context/component,FVG2-007155
EP-00480,,context/component,FVG2-007529
EP-00481,,context/component,FVG2-007712
EP-00481,EP-00481-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,FVG2-007166
EP-00481,EP-00481-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,FVG2-007166
EP-00481,EP-00481-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-004194
EP-00481,EP-00481-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,RB2-023826
EP-00482,,context/component,RB2-027832
EP-00483,,context/component,RB2-023801
EP-00483,EP-00483-ENTRY_ON_TAP,target:NEAREST_OPPOSING_VALID_STRUCTURE,IFVG2-000011
EP-00483,EP-00483-ENTRY_ON_TAP,target:BRANCH_SEMANTIC_TARGET,RB2-030112
EP-00483,EP-00483-ENTRY_ON_TAP,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-003941
EP-00483,EP-00483-ENTRY_ON_TAP,target:ANY_SURFACE_DIAGNOSTIC,RB2-000044
EP-00484,,context/component,RB2-000063
EP-00484,,context/component,RB2-023825
EP-00485,,context/component,RB2-023825
EP-00486,,context/component,RB2-027857
EP-00487,,context/component,RB2-027857
EP-00488,,context/component,FVG2-007166
EP-00488,,context/component,FVG2-007167
EP-00488,,context/component,FVG2-007534
EP-00489,,context/component,FVG2-007166
EP-00489,,context/component,FVG2-007167
EP-00490,,context/component,FVG2-007534
EP-00491,,context/component,RB2-000040
EP-00491,,context/component,RB2-017384
EP-00492,,context/component,RB2-000064
EP-00492,,context/component,RB2-017413
EP-00492,,context/component,RB2-023827
